SUID	shared name	id	type	entrezgene_id	ENSG_ID	hgnc_symbol	TiO2_24hrs_10_Caco2.logFC	TiO2_24hrs_10_Caco2.P.Value	TiO2_24hrs_100_Caco2.logFC	TiO2_24hrs_100_Caco2.P.Value	TiO2_24hrs_10_SAE.logFC	TiO2_24hrs_10_SAE.P.Value	TiO2_24hrs_100_SAE.logFC	TiO2_24hrs_100_SAE.P.Value	TiO2_24hrs_10_THP1.logFC	TiO2_24hrs_10_THP1.P.Value	TiO2_24hrs_100_THP1.logFC	TiO2_24hrs_100_THP1.P.Value	name	selected
2520	51593	51593	Gene	51593	ENSG00000087087	SRRT	-0.007891074	0.8522275	-0.031679	0.4612634	-0.1014284	0.2101277	-0.2398164	0.0106321	-0.003425604	0.9572569	0.06642879	0.313185	51593	FALSE
2521	10992	10992	Gene	10992	ENSG00000087365	SF3B2	0.08810958	0.1327989	-0.006296975	0.9085627	-0.08059475	0.2055984	-0.1431037	0.03793142	-0.2123668	0.03197613	-0.04415714	0.6104348	10992	FALSE
473	4758	4758	Gene	4758	ENSG00000204386	NEU1	0.02103253	0.7071078	0.03732869	0.5085373	0.1225339	0.342128	0.007996246	0.949304	0.006610957	0.9247344	0.7754349	1.284589e-06	4758	FALSE
475	7357	7357	Gene	7357	ENSG00000148154	UGCG	-0.3918683	0.008024735	-0.454012	0.003485382	0.1827168	0.2564648	0.3507146	0.04446288	-0.6489354	0.006325742	-0.9863092	0.0004507921	7357	FALSE
478	8877	8877	Gene	8877	ENSG00000176170	SPHK1	0.1359594	0.115117	0.1091332	0.1950293	0.07711962	0.3974545	0.1815693	0.0652768	0.2265908	0.1036863	0.9328638	4.037132e-05	8877	FALSE
2527	23511	23511	Gene	23511	ENSG00000095319	NUP188	-0.004663474	0.9337365	-0.02433022	0.6660921	0.09744755	0.173085	0.006017905	0.9293471	0.01518749	0.8222443	0.2267288	0.007323748	23511	FALSE
2528	988	988	Gene	988	ENSG00000096401	CDC5L	0.05758782	0.2104958	-0.06803891	0.1456252	-0.007804144	0.9186031	-0.09294173	0.2415581	0.04816236	0.6913381	0.2872864	0.03717307	988	FALSE
2530	10291	10291	Gene	10291	ENSG00000099995	SF3A1	0.01766616	0.7147525	0.01366712	0.777032	0.03199888	0.5542723	-0.02472717	0.6463979	0.133492	0.3382081	0.3963348	0.01499209	10291	FALSE
2531	6634	6634	Gene	6634	ENSG00000100028	SNRPD3	0.02700117	0.5042493	-0.01790245	0.6555983	-0.05234539	0.5264322	-0.06603312	0.4272184	-0.1301318	0.2289636	-0.2741056	0.02377118	6634	FALSE
484	64781	64781	Gene	64781	ENSG00000100422	CERK	-0.03958948	0.3570449	-0.1215837	0.01544364	-0.02675919	0.7507628	0.1173261	0.184046	-0.1984834	0.3288888	-0.1681963	0.4044174	64781	FALSE
2532	24144	24144	Gene	24144	ENSG00000100109	TFIP11	0.02477171	0.7193847	-0.1409849	0.06409535	-0.05379093	0.4962469	-0.2084272	0.02196708	-0.07554028	0.3891969	0.04961046	0.5669964	24144	FALSE
485	6610	6610	Gene	6610	ENSG00000135587	SMPD2	-0.1182239	0.0569048	-0.09758093	0.1050799	-0.04205351	0.5546148	-0.03835388	0.5893666	-0.04611367	0.6321103	0.2424765	0.02864128	6610	FALSE
2534	84271	84271	Gene	84271	ENSG00000100227	POLDIP3	0.09397172	0.07195114	0.1256314	0.02342321	-0.2390089	0.005684755	-0.2379401	0.0058319	0.1190585	0.2315681	0.5111981	0.0003861232	84271	FALSE
2538	22938	22938	Gene	22938	ENSG00000100603	SNW1	0.01965935	0.6305065	0.05699389	0.1828366	0.007550217	0.9388502	0.06143171	0.5368065	0.07882382	0.2725611	0.3970701	0.0002398906	22938	FALSE
491	427	427	Gene	427	ENSG00000104763	ASAH1	-0.002878233	0.9379396	0.01184727	0.7492817	0.02225216	0.6707566	0.05053084	0.3440985	0.1728249	0.2090933	0.3779781	0.01608752	427	FALSE
2539	6430	6430	Gene	6430	ENSG00000100650	SRSF5	0.0295492	0.5563505	0.2449299	0.0006810544	-0.08809663	0.2315593	-0.09242973	0.2111389	-0.06507364	0.3508467	0.2039547	0.01316062	6430	FALSE
2540	8480	8480	Gene	8480	ENSG00000101146	RAE1	0.02903542	0.5602852	-0.02015634	0.6844642	-0.1214491	0.1423353	-0.1277905	0.1248604	0.006920456	0.9283616	0.5052359	8.705984e-05	8480	FALSE
2541	24148	24148	Gene	24148	ENSG00000101161	PRPF6	-0.02636688	0.5789589	-0.07569373	0.1328516	-0.1079519	0.4444299	-0.1155228	0.4142271	-0.4187867	0.0123409	-0.4083512	0.01398659	24148	FALSE
494	9517	9517	Gene	9517	ENSG00000100596	SPTLC2	0.01556652	0.7590301	0.01033499	0.8383739	0.005044851	0.9205601	0.01973106	0.6976352	-0.1425412	0.04469846	-0.338309	0.0003727999	9517	FALSE
2543	51213	51213	Gene	51213	ENSG00000102021	LUZP4	-0.1799532	0.02829227	-0.03219498	0.6515958	0.143104	0.1234457	0.142238	0.1254554	0.01071824	0.9062217	-0.0039356	0.9654848	51213	FALSE
2544	10084	10084	Gene	10084	ENSG00000102103	PQBP1	-0.05647067	0.2640902	-0.02266632	0.6439755	0.008781399	0.8973682	-0.1167152	0.1107211	-0.07473584	0.3582132	-0.2646621	0.007600133	10084	FALSE
2545	9688	9688	Gene	9688	ENSG00000102900	NUP93	0.1083154	0.1342702	0.2481376	0.004429007	0.02267126	0.7290811	-0.1396643	0.05436092	0.006888407	0.9574253	0.4327286	0.007382277	9688	FALSE
497	2531	2531	Gene	2531	ENSG00000119537	KDSR	-0.06838406	0.3590207	-0.1929241	0.02337493	0.04627664	0.5322139	0.1215336	0.1214382	-0.04739001	0.6976928	-0.2709172	0.04772902	2531	FALSE
498	7368	7368	Gene	7368	ENSG00000174607	UGT8	-0.2109604	0.123585	-0.6344661	0.0006403087	-0.1704009	0.09460907	0.005209922	0.9558525	0.09545215	0.4705317	0.1738223	0.2034927	7368	FALSE
500	3725	3725	Gene	3725	ENSG00000177606	JUN	-0.0804208	0.2779818	0.0980695	0.1927334	0.09466932	0.4413638	0.6253309	0.0004283401	0.08617133	0.3001291	0.582766	4.127459e-05	3725	FALSE
501	4208	4208	Gene	4208	ENSG00000081189	MEF2C	-0.02947094	0.5239373	0.02266167	0.6224372	-0.08417017	0.2417155	-0.09716945	0.1816894	-0.1678171	0.04948451	-0.9356142	5.275988e-07	4208	FALSE
2550	26121	26121	Gene	26121	ENSG00000105618	PRPF31	-0.008903018	0.8403559	0.003310491	0.9402314	0.007626224	0.9350887	-0.04751242	0.614326	-0.08112132	0.3677282	-0.3034467	0.006312848	26121	FALSE
502	2005	2005	Gene	2005	ENSG00000158711	ELK4	0.084129	0.2285265	0.07529662	0.2772792	-0.01951454	0.6977296	-0.001536632	0.9754998	0.068895	0.4406551	0.2424853	0.01956003	2005	FALSE
503	2002	2002	Gene	2002	ENSG00000126767	ELK1	-0.03128365	0.7204771	0.03880818	0.6577639	-0.05040273	0.5758959	-0.01144013	0.8981282	0.05204802	0.5540366	0.2386393	0.02025312	2002	FALSE
505	4616	4616	Gene	4616	ENSG00000099860	GADD45B	-0.07778201	0.1032142	-0.07929096	0.09760853	-0.04447969	0.6263357	0.02758625	0.761738	0.2467273	0.2474307	2.242417	1.435515e-06	4616	FALSE
506	51776	51776	Gene	51776	ENSG00000091436	MAP3K20	-0.08284424	0.3214078	0.05694176	0.4890794	3.705079e-05	0.9995212	-0.03396846	0.5853403	-0.09671565	0.4155227	-0.2829128	0.03420539	51776	FALSE
2555	22794	22794	Gene	22794	ENSG00000108349	CASC3	0.003088705	0.938966	-0.05692115	0.1807687	-0.1638781	0.05846367	-0.1858477	0.03619913	-0.1912341	0.2570227	0.308257	0.08299198	22794	FALSE
507	3925	3925	Gene	3925	ENSG00000117632	STMN1	0.1314361	0.1543343	0.1579018	0.09457092	0.1290467	0.04445704	0.09898318	0.1075935	0.2230138	0.2656027	0.1138558	0.5593806	3925	FALSE
508	22800	22800	Gene	22800	ENSG00000133818	RRAS2	-0.103115	0.1333141	-0.02346755	0.715917	-0.09020317	0.2353084	-0.1115297	0.1499825	0.280792	0.1035646	0.7215366	0.001216238	22800	FALSE
2557	1655	1655	Gene	1655	ENSG00000108654	DDX5	0.06960043	0.1488347	0.1159688	0.02735203	0.02430807	0.6887994	0.05148596	0.4034305	0.08621968	0.2695098	0.04488571	0.5552269	1655	FALSE
509	4217	4217	Gene	4217	ENSG00000197442	MAP3K5	-0.1743418	0.05817001	-0.2264789	0.02011867	-0.03766921	0.5760268	-0.1427661	0.05462151	-0.07383011	0.5098617	-0.2999418	0.02126686	4217	FALSE
511	4215	4215	Gene	4215	ENSG00000198909	MAP3K3	-0.1253395	0.1666472	-0.07170319	0.4116462	0.3488265	0.03066296	0.2158346	0.1487827	-0.1489089	0.2354742	-0.2647623	0.05026843	4215	FALSE
2560	27339	27339	Gene	27339	ENSG00000110107	PRPF19	0.0659463	0.2336933	0.03566795	0.5072859	-0.2219711	0.1220973	-0.3456368	0.02578531	-0.06884544	0.580333	0.3117141	0.02905076	27339	FALSE
2561	55110	55110	Gene	55110	ENSG00000111196	MAGOHB	0.05454755	0.4786286	0.09471971	0.2313792	0.1262765	0.1822747	0.1798764	0.06917653	0.1590124	0.2109771	-0.296852	0.03319931	55110	FALSE
513	6885	6885	Gene	6885	ENSG00000135341	MAP3K7	-0.03704511	0.4626779	-0.1709421	0.006333867	-0.04173135	0.558542	0.05534999	0.4410348	-0.04301025	0.5239981	-0.1080358	0.1304165	6885	FALSE
514	1326	1326	Gene	1326	ENSG00000107968	MAP3K8	0.03994489	0.6840628	0.2551294	0.02503424	0.2009235	0.3479945	0.5879328	0.01717128	0.4233081	0.002520255	0.2920149	0.01879073	1326	FALSE
2564	9631	9631	Gene	9631	ENSG00000113569	NUP155	0.02351832	0.7695665	0.04121895	0.6094923	-0.2230544	0.01412189	-0.2269923	0.01293599	0.01376999	0.90911	0.1852089	0.1489437	9631	FALSE
518	929	929	Gene	929	ENSG00000170458	CD14	0.09054729	0.3861304	0.3403054	0.007607321	0.1606961	0.422735	0.2372977	0.2458917	-0.3057976	0.4053214	-0.8267318	0.04274158	929	FALSE
520	4893	4893	Gene	4893	ENSG00000213281	NRAS	0.07584229	0.2388852	0.05004721	0.4267168	-0.3189066	0.05517131	-0.1499261	0.3291514	0.08148751	0.4527153	0.3918798	0.004446922	4893	FALSE
2569	6429	6429	Gene	6429	ENSG00000116350	SRSF4	-0.02914073	0.5860791	-0.191035	0.004920608	0.02036798	0.8152041	-0.1260859	0.1696201	-0.1653388	0.1319956	-0.2039918	0.07139454	6429	FALSE
522	63928	63928	Gene	63928	ENSG00000166869	CHP2	-0.1154272	0.04215455	-0.06265451	0.2309625	0.01600324	0.837532	0.001540656	0.984232	-0.0168822	0.8692724	0.09209246	0.379802	63928	FALSE
523	25780	25780	Gene	25780	ENSG00000152689	RASGRP3	-0.07497291	0.4266914	0.0773963	0.4124478	0.00688914	0.9143159	-0.06993743	0.2897607	-0.06001591	0.3937722	-0.2184561	0.009930006	25780	FALSE
2572	9129	9129	Gene	9129	ENSG00000117360	PRPF3	0.1531466	0.0559798	0.2859301	0.002705912	-0.07360228	0.4293086	-0.1659708	0.09413448	0.0001937589	0.9988282	0.2775154	0.05902613	9129	FALSE
524	4791	4791	Gene	4791	ENSG00000077150	NFKB2	-0.04639955	0.3304879	-0.04977911	0.2984067	-0.08834626	0.3904187	-0.1039277	0.3160112	0.01087303	0.9207968	0.3345453	0.01192274	4791	FALSE
525	4790	4790	Gene	4790	ENSG00000109320	NFKB1	0.04324658	0.7617044	0.09896361	0.4925437	-0.3682964	0.0514355	-0.3258174	0.07853491	0.1176193	0.6357725	0.9312379	0.003784578	4790	FALSE
526	4609	4609	Gene	4609	ENSG00000136997	MYC	0.1804503	0.006458672	0.1566996	0.01353138	0.1818938	0.2915816	0.2684685	0.132131	0.05833041	0.7818376	0.0746698	0.723346	4609	FALSE
2575	10285	10285	Gene	10285	ENSG00000119953	SMNDC1	0.06540084	0.1964574	0.1091654	0.04487327	-0.0003425512	0.9958624	0.0714375	0.294437	0.2016276	0.03338374	0.4388098	0.000408499	10285	FALSE
530	2316	2316	Gene	2316	ENSG00000196924	FLNA	0.09614126	0.1547283	0.2238781	0.005606047	0.2482708	0.1289014	0.1121514	0.4703591	0.04938605	0.6935418	0.3701893	0.01390069	2316	FALSE
2578	3181	3181	Gene	3181	ENSG00000122566	HNRNPA2B1	0.1113965	0.04800069	0.1080783	0.05365022	0.02950635	0.635729	0.06492308	0.3084053	-0.008231953	0.9427599	-0.01508282	0.8953719	3181	FALSE
531	3845	3845	Gene	3845	ENSG00000133703	KRAS	-0.04375052	0.4351572	-0.134792	0.03300063	0.0842714	0.3331288	0.1463411	0.1088474	0.08778915	0.4668407	0.1832965	0.1472948	3845	FALSE
2580	6431	6431	Gene	6431	ENSG00000124193	SRSF6	0.127193	0.1662028	0.228556	0.02413513	-0.2280957	0.00131231	-0.260269	0.0005282016	-0.1919496	0.2654295	-0.08118564	0.6274545	6431	FALSE
532	2317	2317	Gene	2317	ENSG00000136068	FLNB	0.129826	0.08545511	0.07418239	0.2983015	-0.1212677	0.1924777	-0.2091945	0.03745853	-0.05579981	0.5862628	0.05188507	0.6123891	2317	FALSE
533	5613	5613	Gene	5613	ENSG00000183943	PRKX	-0.02274696	0.8402348	0.06183647	0.5864774	0.05459925	0.5915157	-0.1598769	0.1369178	-0.3577109	0.03866671	-0.4051145	0.02288798	5613	FALSE
534	7189	7189	Gene	7189	ENSG00000175104	TRAF6	-0.1573064	0.1419429	-0.3467095	0.006251638	-0.09269568	0.5310958	-0.2373898	0.1288719	0.08581365	0.3823617	0.1742556	0.09522621	7189	FALSE
535	7042	7042	Gene	7042	ENSG00000092969	TGFB2	0.006636073	0.9008404	0.07222356	0.1965734	-0.007944894	0.9014334	0.1349075	0.05787063	0.2071493	0.296995	0.4725941	0.03260904	7042	FALSE
2583	9972	9972	Gene	9972	ENSG00000124789	NUP153	0.06662162	0.284603	0.1017082	0.1164316	-0.07469064	0.3605396	-0.07715619	0.3456347	0.1830545	0.02766872	0.1339012	0.08707065	9972	FALSE
2584	65109	65109	Gene	65109	ENSG00000125351	UPF3B	0.1853583	0.2718938	-0.02395167	0.8831152	-0.2547724	0.2583309	-0.3648482	0.117604	0.5640217	0.1566935	1.468754	0.003040135	65109	FALSE
536	1843	1843	Gene	1843	ENSG00000120129	DUSP1	-0.05635987	0.2383307	0.04840561	0.3062274	0.1663635	0.1085821	0.438862	0.001039967	0.133629	0.1575826	1.064307	6.817545e-07	1843	FALSE
537	1844	1844	Gene	1844	ENSG00000158050	DUSP2	0.1036065	0.05764902	0.05234637	0.3002782	-0.06125929	0.5531254	0.00370125	0.971133	-0.0205624	0.9344334	-0.5587694	0.04728611	1844	FALSE
2585	2962	2962	Gene	2962	ENSG00000125651	GTF2F1	0.07166986	0.2086833	0.0290168	0.5968029	0.005373232	0.9421536	-0.06560261	0.3856611	-0.3320456	0.0018245	-0.8878614	1.034374e-06	2962	FALSE
2586	57187	57187	Gene	57187	ENSG00000125676	THOC2	-0.1949761	0.4805737	-0.9019048	0.007845733	0.4364551	0.1016108	0.3811957	0.146048	-0.3137739	0.1655027	-0.5653193	0.02373825	57187	FALSE
539	7186	7186	Gene	7186	ENSG00000127191	TRAF2	0.01221149	0.8721304	-0.05417142	0.4812799	-0.01395057	0.7921559	-0.06810208	0.2170346	0.06100976	0.6327326	0.5328463	0.001970246	7186	FALSE
2587	6633	6633	Gene	6633	ENSG00000125743	SNRPD2	0.01070611	0.8053185	-0.0476519	0.2877822	-0.01841467	0.8413256	0.02820371	0.7594816	-0.08351909	0.5042024	-0.3684475	0.01348926	6633	FALSE
2591	22826	22826	Gene	22826	ENSG00000126698	DNAJC8	0.02860542	0.6287345	-0.01101713	0.851423	-0.08890275	0.150029	-0.09436692	0.1290967	0.02759975	0.7400764	0.3536554	0.001793914	22826	FALSE
543	7048	7048	Gene	7048	ENSG00000163513	TGFBR2	0.04791441	0.2984716	0.0348852	0.4424458	-0.06730231	0.3630485	0.09805289	0.1958278	-0.01343267	0.8644007	-0.3560466	0.00121522	7048	FALSE
544	1849	1849	Gene	1849	ENSG00000164086	DUSP7	0.02834744	0.6822994	0.1265756	0.09163435	0.006507333	0.9118348	-0.008792638	0.8811059	-0.02033147	0.8493568	-0.3424258	0.009442406	1849	FALSE
2593	3188	3188	Gene	3188	ENSG00000126945	HNRNPH2	0.01021844	0.8292167	-0.0401447	0.4056617	0.01054187	0.8438437	-0.03627073	0.502869	0.07577503	0.2607287	0.2628905	0.002472514	3188	FALSE
546	1847	1847	Gene	1847	ENSG00000138166	DUSP5	0.03438035	0.6881302	0.2171042	0.02792859	-0.0683602	0.4813446	0.06065913	0.5308991	-0.0807165	0.7170682	0.002540292	0.9908654	1847	FALSE
2594	51691	51691	Gene	51691	ENSG00000128534	LSM8	0.05547245	0.4530147	0.1365677	0.085595	0.2655887	0.03021792	0.3444398	0.008628233	0.04405698	0.6807829	0.1514027	0.1782915	51691	FALSE
547	1848	1848	Gene	1848	ENSG00000139318	DUSP6	-0.02098638	0.7065516	0.1620785	0.01494157	-0.1605294	0.03735477	0.4511973	6.456612e-05	0.06998706	0.3655961	-0.07283641	0.3473323	1848	FALSE
2596	51690	51690	Gene	51690	ENSG00000130332	LSM7	0.04040574	0.4651995	0.006124059	0.9105143	0.007356749	0.9281812	0.09921554	0.2421184	-0.08172083	0.4611403	-0.3363515	0.01149749	51690	FALSE
548	1845	1845	Gene	1845	ENSG00000108861	DUSP3	-0.09824469	0.1428979	-0.2131726	0.006917959	-0.05403521	0.3648566	0.0310884	0.5965588	-0.09862608	0.2821957	0.195338	0.04987216	1845	FALSE
551	1846	1846	Gene	1846	ENSG00000120875	DUSP4	0.04601576	0.5874013	-0.1080376	0.2191151	0.09008171	0.6680034	0.6804756	0.008148625	-0.4354327	0.2195969	-0.5786852	0.113501	1846	FALSE
2599	79228	79228	Gene	79228	ENSG00000131652	THOC6	0.1252369	0.1564279	-0.1536533	0.09030775	-0.1762073	0.1156668	-0.2826038	0.0206193	0.08440881	0.6735929	0.2587024	0.2150824	79228	FALSE
552	27091	27091	Gene	27091	ENSG00000075429	CACNG5	0.07635387	0.5038622	0.08101553	0.4788848	0.06499837	0.5555139	-0.0610936	0.5790842	0.1796805	0.2214195	0.4366222	0.01104846	27091	FALSE
2600	6627	6627	Gene	6627	ENSG00000131876	SNRPA1	0.1645215	0.02282311	0.1270951	0.06329978	0.2128103	0.03530114	0.3416366	0.003125816	0.2723703	0.08106612	0.2590247	0.0945536	6627	FALSE
2601	23225	23225	Gene	23225	ENSG00000132182	NUP210	-0.002220388	0.9596584	0.04754541	0.2943159	0.06096145	0.5381676	-0.1159169	0.2541443	-0.162487	0.09747621	-0.5302449	0.0001996645	23225	FALSE
553	27092	27092	Gene	27092	ENSG00000075461	CACNG4	-0.01066638	0.7776049	-0.01086887	0.7735168	0.1479558	0.01913338	0.1370217	0.02709468	-0.004925955	0.9478411	-0.08203748	0.2917484	27092	FALSE
2602	29107	29107	Gene	29107	ENSG00000132661	NXT1	0.06084273	0.6948102	-0.1069863	0.4942403	-0.409897	0.005638138	-0.4235742	0.004662781	-0.006148583	0.9744625	0.01476101	0.9387503	29107	FALSE
2603	56259	56259	Gene	56259	ENSG00000132792	CTNNBL1	-0.06147065	0.3864435	-0.03852786	0.5822987	-0.1014837	0.1928477	-0.1382571	0.08698171	-0.02445862	0.8510491	0.3385216	0.02558405	56259	FALSE
2604	10250	10250	Gene	10250	ENSG00000133226	SRRM1	-0.01352542	0.8998575	-0.107151	0.3319543	0.4282079	0.2133339	0.1519555	0.6464496	-0.3262638	0.04531082	-0.2814693	0.07605727	10250	FALSE
558	10746	10746	Gene	10746	ENSG00000169967	MAP3K2	-0.04888002	0.6216226	-0.1863187	0.08328392	0.03492277	0.8125367	-0.001118413	0.9939306	-0.1468023	0.1776914	-0.5050341	0.0007243951	10746	FALSE
560	11221	11221	Gene	11221	ENSG00000143507	DUSP10	0.06098707	0.4226839	-0.03929819	0.6014707	0.05804817	0.3492945	0.07155566	0.254318	0.09540935	0.4232751	0.6587149	0.0002703686	11221	FALSE
561	2254	2254	Gene	2254	ENSG00000102678	FGF9	0.02404207	0.7954409	-0.2104296	0.04424626	0.06381743	0.320394	-0.02746293	0.6618794	-0.1155136	0.1329781	-0.05561502	0.4467241	2254	FALSE
563	2252	2252	Gene	2252	ENSG00000140285	FGF7	-0.2437913	0.01634857	-0.2448584	0.01600986	0.1403033	0.2184639	0.04975747	0.6505909	0.09439765	0.601979	0.2390999	0.2043449	2252	FALSE
2612	9128	9128	Gene	9128	ENSG00000136875	PRPF4	-0.04056966	0.5421658	-0.02798257	0.6724369	-0.112261	0.1372962	-0.2034725	0.01568997	-0.1415568	0.1078666	-0.1292012	0.1376107	9128	FALSE
564	2251	2251	Gene	2251	ENSG00000111241	FGF6	-0.1837307	0.02093864	-0.1046741	0.1459023	0.06955732	0.3704748	0.05541263	0.4719993	-0.05931853	0.360283	-0.0216365	0.7331937	2251	FALSE
2614	3184	3184	Gene	3184	ENSG00000138668	HNRNPD	0.04674725	0.3505223	0.114156	0.03963774	-0.02838816	0.5898579	-0.03364072	0.5243071	-0.003811792	0.9525665	0.03995056	0.5375228	3184	FALSE
2615	53371	53371	Gene	53371	ENSG00000138750	NUP54	0.005379295	0.8824469	0.02386627	0.5167011	0.1318223	0.1409832	0.1788198	0.05592565	0.2045267	0.04903683	0.09492549	0.3183475	53371	FALSE
2617	6636	6636	Gene	6636	ENSG00000139343	SNRPF	-0.01054185	0.8499132	0.02852506	0.6109567	-0.2679696	0.005349164	-0.07999763	0.3087001	-0.1496869	0.0876637	-0.1730582	0.05407059	6636	FALSE
2618	9818	9818	Gene	9818	ENSG00000139496	NUP58	-0.006804324	0.9257241	0.05958941	0.4228937	-0.4208294	0.02960658	0.0209532	0.9011163	0.2693536	0.03243124	0.8948193	1.5711e-05	9818	FALSE
2622	5546	5546	Gene	5546	ENSG00000143294	PRCC	0.07115886	0.1611955	0.132927	0.01905393	0.07560084	0.4393368	-0.06893022	0.479545	-0.08257692	0.5639356	0.461982	0.008597616	5546	FALSE
574	55799	55799	Gene	55799	ENSG00000157445	CACNA2D3	-0.1107603	0.3172782	-0.1368944	0.2231013	-0.2877072	0.1068983	-0.6696702	0.002281037	0.1758481	0.5006167	0.2250346	0.3926335	55799	FALSE
2623	10262	10262	Gene	10262	ENSG00000143368	SF3B4	-0.0444164	0.4811864	0.03067096	0.6240811	0.1757673	0.2166148	-0.01142662	0.9331704	-0.07956311	0.3112578	0.1923151	0.0291951	10262	FALSE
576	5600	5600	Gene	5600	ENSG00000185386	MAPK11	-0.008569251	0.8183806	-0.01253336	0.737422	-0.1044639	0.1468942	-0.1745698	0.02594363	-0.09531069	0.185745	0.009275857	0.8921254	5600	FALSE
577	10235	10235	Gene	10235	ENSG00000068831	RASGRP2	0.04913274	0.3637055	0.2132543	0.002484145	-0.1245002	0.06710922	-0.02491031	0.6879689	-0.1153233	0.230541	-0.09369805	0.3232828	10235	FALSE
2627	9879	9879	Gene	9879	ENSG00000145833	DDX46	0.1415884	0.008690289	0.1477221	0.006913368	-0.2497863	0.02111429	-0.240087	0.02525351	0.09711621	0.345893	0.1289876	0.2191493	9879	FALSE
580	5321	5321	Gene	5321	ENSG00000116711	PLA2G4A	0.1339124	0.3681875	0.1618322	0.2817933	-0.1037327	0.301693	-0.06580992	0.5048532	-0.08213115	0.60307	-0.6654622	0.001842343	5321	FALSE
2628	9589	9589	Gene	9589	ENSG00000146457	WTAP	-0.03835281	0.7201816	-0.02094441	0.8445046	-0.06117582	0.5901907	-0.07795394	0.4946876	0.3882847	0.01462463	1.005223	2.795391e-05	9589	FALSE
581	5606	5606	Gene	5606	ENSG00000034152	MAP2K3	0.02470907	0.5552091	-0.05699493	0.191217	-0.1507667	0.1335574	-0.01935245	0.8375085	0.0678691	0.4654492	0.7033266	2.570494e-05	5606	FALSE
582	2122	2122	Gene	2122	ENSG00000085276	MECOM	-0.1849931	0.4801852	-1.035845	0.002592284	-0.02073383	0.8392055	0.007127497	0.9443342	-0.0543712	0.4715694	-0.07576317	0.3224109	2122	FALSE
2631	1977	1977	Gene	1977	ENSG00000151247	EIF4E	0.1350395	0.0800554	0.2107721	0.01319044	0.2754997	0.05702335	0.3819535	0.01414732	0.3202185	0.01017692	0.06623603	0.5189451	1977	FALSE
584	5603	5603	Gene	5603	ENSG00000156711	MAPK13	-0.118941	0.02409419	-0.07404244	0.1261149	-0.1154766	0.323534	0.141231	0.2332164	0.007232893	0.9505937	0.1425962	0.2408904	5603	FALSE
588	5922	5922	Gene	5922	ENSG00000155903	RASA2	-0.2770068	0.009911464	-0.2715763	0.01097803	0.1108469	0.4268793	0.11804	0.3985795	-0.1555091	0.2094782	-0.1870483	0.1385031	5922	FALSE
2636	26097	26097	Gene	26097	ENSG00000160679	CHTOP	0.03051442	0.4757486	0.0770211	0.0930882	-0.09723942	0.09550934	-0.1318703	0.03218024	-0.04870612	0.4755534	0.259122	0.003349933	26097	FALSE
589	23542	23542	Gene	23542	ENSG00000008735	MAPK8IP2	0.01889781	0.7239888	0.02395419	0.6551341	-0.1787097	0.02703133	-0.1502991	0.05403553	-0.01351177	0.8169332	0.01680612	0.7735878	23542	FALSE
590	5923	5923	Gene	5923	ENSG00000058335	RASGRF1	-0.02297093	0.5652376	0.022485	0.5733405	0.04795384	0.4245153	0.05435494	0.3677059	0.05990859	0.4073015	0.177569	0.03002149	5923	FALSE
2639	79622	79622	Gene	79622	ENSG00000161981	SNRNP25	0.06046901	0.6223169	0.08469548	0.4931328	-0.1731734	0.05126656	-0.2027949	0.02713829	-0.1947857	0.212898	-0.490922	0.00821612	79622	FALSE
591	5607	5607	Gene	5607	ENSG00000137764	MAP2K5	-0.008423907	0.8924411	-0.09979671	0.1338471	-0.1265639	0.140856	-0.2237049	0.01858655	-0.05496636	0.4789111	0.02406583	0.7537379	5607	FALSE
2640	10482	10482	Gene	10482	ENSG00000162231	NXF1	0.03194964	0.4935725	-0.03857179	0.4113396	-0.1686751	0.2752822	-0.3053491	0.06421325	-0.1562071	0.1772243	0.294354	0.02226006	10482	FALSE
2641	4116	4116	Gene	4116	ENSG00000162385	MAGOH	0.06173004	0.1338388	0.08820334	0.04302962	0.01644116	0.7734495	0.07034418	0.2354931	0.03610592	0.6887864	0.1740818	0.07743521	4116	FALSE
2644	80145	80145	Gene	80145	ENSG00000163634	THOC7	0.06355857	0.1134299	0.1155848	0.01104479	0.2091398	0.09335618	0.23592	0.06321534	0.1493003	0.2832902	-0.06849532	0.6131859	80145	FALSE
597	836	836	Gene	836	ENSG00000164305	CASP3	0.02825162	0.455128	-0.0145858	0.6963726	0.03204095	0.6058138	0.07619971	0.2348018	0.02095195	0.8258127	0.3202326	0.00721105	836	FALSE
2645	23350	23350	Gene	23350	ENSG00000163714	U2SURP	0.08700939	0.2931907	0.03942911	0.625079	-0.07928641	0.3742702	-0.004574901	0.9581983	0.1278325	0.0929128	0.1953366	0.0184991	23350	FALSE
2646	7884	7884	Gene	7884	ENSG00000163950	SLBP	0.1354329	0.03499518	0.07947874	0.17948	-0.02690002	0.6267011	-0.05397662	0.3383691	0.08256432	0.4632837	0.2150923	0.0772833	7884	FALSE
